kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;cilinderinhoud;vervaldatum_apk;vervaldatum_apk_dt;toegestane_maximum_massa_voertuig;laadvermogen;aantal_zitplaatsen;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;bruto_bpm;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;type_gasinstallatie
00HPL5;Personenauto;PEUGEOT;207;20221008;hatchback;ROOD;Niet geregistreerd;4;1123;1223;20090127;20090127;Geen verstrekking in Open Data;Ja;4;4;0;0;403;0;M1;r. op schutbord onder motorkap;1620;0;0.04;254;Nee;Nee;Nee;2400;2022;Logisch;00;Ja;2022-10-08T00:00:00.000;2009-01-27T00:00:00.000;2009-01-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20231109;2023-11-09T00:00:00.000;1620;;5;600;950;;;2958;15589;W*****;e2*2001/116*0340*12;CKFV;C;0;C;;
00HPR5;Personenauto;PEUGEOT;PEUGEOT 107;20221012;hatchback;ZWART;Niet geregistreerd;3;780;880;20090130;20090130;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2022-10-12T00:00:00.000;2009-01-30T00:00:00.000;2009-01-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20240130;2024-01-30T00:00:00.000;1190;;4;;;;;;10795;P*****;e11*2001/116*0237*06;NCFA;C;0;A;;
00HPT1;Personenauto;PEUGEOT;308;20200218;hatchback;ORANJE;Niet geregistreerd;4;1330;1430;20090202;20090202;Geen verstrekking in Open Data;Ja;4;4;0;0;428;0;M1;r. tegen schroefveerkoker onder motorkap;1855;0;0.07;261;Nee;Nee;Nee;3125;2023;Logisch;00;Ja;2020-02-18T00:00:00.000;2009-02-02T00:00:00.000;2009-02-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20240202;2024-02-02T00:00:00.000;1855;;5;715;1520;;;6954;30283;4*****;e2*2001/116*0362*10;C5FT;F;0;D;;
00HPV9;Personenauto;PEUGEOT;207;20180405;hatchback;GRIJS;Niet geregistreerd;4;1153;1253;20090209;20090209;Geen verstrekking in Open Data;Ja;4;4;0;0;403;0;M1;r. op schutbord onder motorkap;1640;0;0.06;254;Nee;Nee;Nee;2580;2022;Logisch;00;Ja;2018-04-05T00:00:00.000;2009-02-09T00:00:00.000;2009-02-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1397;20230406;2023-04-06T00:00:00.000;1640;;5;600;1150;;;2699;16644;W*****;e2*2001/116*0340*12;C8FS;C;0;B;;
00HRB5;Personenauto;PEUGEOT;206;20200924;hatchback;GRIJS;Niet geregistreerd;4;925;1025;20090212;20090212;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;r. op dwarsbalk in kofferruimte;1450;0;0.05;245;Nee;Nee;Nee;2365;2023;Logisch;00;Ja;2020-09-24T00:00:00.000;2009-02-12T00:00:00.000;2009-02-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20240212;2024-02-12T00:00:00.000;1450;;5;510;1100;;;2705;13394;2*KFW*;e2*98/14*0237*12;A;A;0;D;;
00HRD8;Personenauto;PEUGEOT;307;20200613;cabriolet;GRIJS;Niet geregistreerd;4;1488;1588;20070115;20090410;Geen verstrekking in Open Data;Ja;2;4;0;0;436;0;M1;op r. schroefveerkoker onder motorkap;1860;1;0.08;261;Nee;Nee;Nee;2680;2022;Geen oordeel;05;Ja;2020-06-13T00:00:00.000;2007-01-15T00:00:00.000;2009-04-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1997;20230614;2023-06-14T00:00:00.000;1860;;4;750;1000;;;10130;;;e2*2001/116*0290*04;B;C;0;F;;
00HRF6;Personenauto;PEUGEOT;PEUGEOT 107;20201031;hatchback;GRIJS;Niet geregistreerd;3;780;880;20090207;20090207;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-10-31T00:00:00.000;2009-02-07T00:00:00.000;2009-02-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231028;2023-10-28T00:00:00.000;1190;;4;;;;;;10795;P*****;e11*2001/116*0237*06;NCFA;C;0;A;;
00HRF7;Personenauto;PEUGEOT;308;20211021;hatchback;GRIJS;Niet geregistreerd;4;1288;1388;20090205;20090205;Geen verstrekking in Open Data;Ja;2;4;0;0;428;0;M1;r. tegen schroefveerkoker onder motorkap;1835;0;0.06;261;Nee;Nee;Nee;3105;2022;Logisch;00;Ja;2021-10-21T00:00:00.000;2009-02-05T00:00:00.000;2009-02-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1560;20230607;2023-06-07T00:00:00.000;1835;;5;690;1520;;;5995;26609;4*****;e2*2001/116*0362*10;A9HZ;H/1;0;B;0.00;
00HRK7;Personenauto;PEUGEOT;PEUGEOT 107;20210121;hatchback;ZWART;Niet geregistreerd;3;780;880;20090204;20090204;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-01-21T00:00:00.000;2009-02-04T00:00:00.000;2009-02-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230228;2023-02-28T00:00:00.000;1190;;4;;;;;;10795;P*****;e11*2001/116*0237*06;NCFA;C;0;A;;
00HRK8;Personenauto;PEUGEOT;PARTNER;20150602;stationwagen;ROOD;Niet geregistreerd;4;1372;1472;20090205;20090205;Geen verstrekking in Open Data;Ja;0;4;0;0;438;0;M1;tegen r. schroefveerkoker onder motorkap;2025;0;0.04;273;Nee;Nee;Nee;2925;2023;Logisch;00;Ja;2015-06-02T00:00:00.000;2009-02-05T00:00:00.000;2009-02-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1587;20240212;2024-02-12T00:00:00.000;2025;;5;735;1200;;;4165;19199;7*****;e2*2001/116*0365*02;JNFR;C;0;D;;
00HRN8;Personenauto;PEUGEOT;207;20190201;hatchback;GRIJS;Niet geregistreerd;4;1175;1275;20090224;20090224;Geen verstrekking in Open Data;Ja;4;4;0;0;403;0;M1;r. op schutbord onder motorkap;1650;0;0.07;254;Nee;Nee;Nee;2600;2023;Logisch;00;Ja;2019-02-01T00:00:00.000;2009-02-24T00:00:00.000;2009-02-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20240224;2024-02-24T00:00:00.000;1650;;5;600;1150;;;2873;17335;W*****;e2*2001/116*0340*12;C5FW;C;0;B;;
00HRN9;Personenauto;PEUGEOT;308;20190613;stationwagen;GRIJS;Niet geregistreerd;4;1470;1570;20090206;20090206;Geen verstrekking in Open Data;Ja;4;4;0;0;450;0;M1;r. tegen schroefveerkoker onder motorkap;2150;0;0.05;271;Nee;Nee;Nee;3150;2022;Geen oordeel;07;Ja;2019-06-13T00:00:00.000;2009-02-06T00:00:00.000;2009-02-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1560;20230921;2023-09-21T00:00:00.000;2150;;7;750;1400;;;6947;30394;4*****;e2*2001/116*0362*10;H9HZ;H/1;0;B;0.00;
00HRR9;Personenauto;PEUGEOT;PEUGEOT 107;20191123;hatchback;ZWART;Niet geregistreerd;3;775;875;20090210;20090210;Geen verstrekking in Open Data;Ja;2;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2019-11-23T00:00:00.000;2009-02-10T00:00:00.000;2009-02-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230629;2023-06-29T00:00:00.000;1180;;4;;;;;;10344;P;e11*2001/116*0237*05;MCFA;C;0;A;;
00HRS1;Personenauto;PEUGEOT;308;20211002;hatchback;ZWART;Niet geregistreerd;4;1262;1362;20090210;20090210;Geen verstrekking in Open Data;Ja;4;4;0;0;428;0;M1;r. tegen schroefveerkoker onder motorkap;1815;0;0.06;273;Nee;Nee;Nee;3215;2022;Logisch;00;Ja;2021-10-02T00:00:00.000;2009-02-10T00:00:00.000;2009-02-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20230930;2023-09-30T00:00:00.000;1815;;5;680;1650;;;4614;24256;;e2*2001/116*0362*00;C5FW;C;0;B;0.00;
00HRV2;Personenauto;PEUGEOT;207;20220110;hatchback;BLAUW;Niet geregistreerd;4;1175;1275;20090219;20090219;Geen verstrekking in Open Data;Ja;4;4;0;0;403;0;M1;r. op schutbord onder motorkap;1650;0;0.07;254;Nee;Nee;Nee;2600;2022;Logisch;00;Ja;2022-01-10T00:00:00.000;2009-02-19T00:00:00.000;2009-02-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20230518;2023-05-18T00:00:00.000;1650;;5;600;1150;;;2961;17684;W*****;e2*2001/116*0340*12;C5FW;C;0;B;;
00HRX9;Personenauto;PEUGEOT;PEUGEOT 107;20141031;hatchback;GRIJS;Niet geregistreerd;3;780;880;20090218;20090218;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2014-10-31T00:00:00.000;2009-02-18T00:00:00.000;2009-02-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230305;2023-03-05T00:00:00.000;1190;;4;;;;;;10945;P*****;e11*2001/116*0237*06;NCFA;C;0;A;;
00HSF9;Personenauto;PEUGEOT;PEUGEOT 107;20211230;hatchback;WIT;Niet geregistreerd;3;780;880;20090213;20090213;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2023;Logisch;00;Ja;2021-12-30T00:00:00.000;2009-02-13T00:00:00.000;2009-02-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20240213;2024-02-13T00:00:00.000;1190;;4;;;;;;10480;P*****;e11*2001/116*0237*06;NCFA;C;0;A;;
00HSJ2;Personenauto;PEUGEOT;PEUGEOT 107;20200424;hatchback;ROOD;Niet geregistreerd;3;780;880;20090309;20090309;Geen verstrekking in Open Data;Ja;4;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-04-24T00:00:00.000;2009-03-09T00:00:00.000;2009-03-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230406;2023-04-06T00:00:00.000;1190;;4;;;;;;9577;P;e11*2001/116*0237*05;NCFA;C;0;A;;
00HSJ3;Personenauto;PEUGEOT;206;20130424;hatchback;ZWART;Niet geregistreerd;4;925;1025;20090217;20090217;Geen verstrekking in Open Data;Ja;2;4;0;0;382;0;M1;r. op dwarsbalk in kofferruimte;1450;0;0.05;245;Nee;Nee;Nee;2365;2022;Logisch;00;Ja;2013-04-24T00:00:00.000;2009-02-17T00:00:00.000;2009-02-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20230831;2023-08-31T00:00:00.000;1450;;5;510;1100;;;2579;12895;2*KFW*;e2*98/14*0237*12;C;A;0;D;;
00HSL7;Personenauto;PEUGEOT;PEUGEOT 107;20200606;hatchback;ZWART;Niet geregistreerd;3;775;875;20090220;20090220;Geen verstrekking in Open Data;Ja;2;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-06-06T00:00:00.000;2009-02-20T00:00:00.000;2009-02-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230415;2023-04-15T00:00:00.000;1180;;4;;;;;;10535;P*****;e11*2001/116*0237*06;MCFA;C;0;A;0.00;
00HSP2;Personenauto;PEUGEOT;PEUGEOT 107;20200408;hatchback;ZWART;Niet geregistreerd;3;780;880;20090216;20090216;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2020-04-08T00:00:00.000;2009-02-16T00:00:00.000;2009-02-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230826;2023-08-26T00:00:00.000;1190;;4;;;;;;10795;P*****;e11*2001/116*0237*06;NCFA;C;0;A;;
00HST2;Personenauto;PEUGEOT;308;20210616;hatchback;GRIJS;Niet geregistreerd;4;1287;1387;20090220;20090220;Geen verstrekking in Open Data;Ja;4;4;0;0;428;0;M1;r. tegen schroefveerkoker onder motorkap;1824;0;0.06;261;Nee;Nee;Nee;3094;2023;Logisch;00;Ja;2021-06-16T00:00:00.000;2009-02-20T00:00:00.000;2009-02-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20240220;2024-02-20T00:00:00.000;1824;;5;690;1520;;;5487;25644;4*****;e2*2001/116*0362*10;C5FW;F;0;C;;
00HSX4;Personenauto;PEUGEOT;207;20210220;hatchback;GRIJS;Niet geregistreerd;4;1132;1232;20090227;20090227;Geen verstrekking in Open Data;Ja;2;4;0;0;403;0;M1;r. op schutbord onder motorkap;1640;0;0.06;254;Nee;Nee;Nee;2580;2022;Logisch;00;Ja;2021-02-20T00:00:00.000;2009-02-27T00:00:00.000;2009-02-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1397;20230627;2023-06-27T00:00:00.000;1640;;5;600;1150;;;2636;16394;W*****;e2*2001/116*0340*13;A8FS;C/1;0;B;;
00HTB4;Personenauto;PEUGEOT;207;20210201;cabriolet;GRIJS;Niet geregistreerd;4;1327;1427;20090227;20090227;Geen verstrekking in Open Data;Ja;2;4;0;0;404;0;M1;r. op schutbord onder motorkap;1720;0;0.06;254;Nee;Nee;Nee;2570;2021;Logisch;00;Ja;2021-02-01T00:00:00.000;2009-02-27T00:00:00.000;2009-02-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20210303;2021-03-03T00:00:00.000;1720;;4;600;1040;;;5315;24960;W*****;e2*2001/116*0340*06;B5FW;C;0;C;0.00;
00HTH7;Personenauto;PEUGEOT;308;20130524;hatchback;ZWART;Niet geregistreerd;4;1262;1362;20090227;20090227;Geen verstrekking in Open Data;Ja;4;4;0;0;428;0;M1;r. tegen schroefveerkoker onder motorkap;1815;0;0.06;273;Nee;Nee;Nee;3215;2022;Logisch;00;Ja;2013-05-24T00:00:00.000;2009-02-27T00:00:00.000;2009-02-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20230515;2023-05-15T00:00:00.000;1815;;5;680;1650;;;4398;23396;;e2*2001/116*0362*00;C5FW;C;0;B;0.00;
00HTP3;Personenauto;PEUGEOT;207;20150123;hatchback;ZWART;Niet geregistreerd;4;1140;1240;20090226;20090226;Geen verstrekking in Open Data;Ja;2;4;0;0;403;0;M1;r. op schutbord onder motorkap;1640;0;0.06;254;Nee;Nee;Nee;2580;2023;Logisch;00;Ja;2015-01-23T00:00:00.000;2009-02-26T00:00:00.000;2009-02-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1397;20240226;2024-02-26T00:00:00.000;1640;;5;600;1150;;;2548;16044;W*****;e2*2001/116*0340*12;A8FS;C;0;B;;
00HTP4;Personenauto;PEUGEOT;308;20170120;stationwagen;GRIJS;Niet geregistreerd;4;1441;1541;20090311;20090311;Geen verstrekking in Open Data;Ja;4;4;0;0;450;0;M1;r. tegen schroefveerkoker onder motorkap;2125;0;0.06;271;Nee;Nee;Nee;3095;2023;Logisch;00;Ja;2017-01-20T00:00:00.000;2009-03-11T00:00:00.000;2009-03-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20240311;2024-03-11T00:00:00.000;2125;;7;750;1370;;;6142;28248;4*****;e2*2001/116*0362*10;H5FW;F;0;C;;
00HTS7;Personenauto;PEUGEOT;PEUGEOT 107;20180215;hatchback;GRIJS;Niet geregistreerd;3;780;880;20090302;20090302;Geen verstrekking in Open Data;Ja;4;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2018-02-15T00:00:00.000;2009-03-02T00:00:00.000;2009-03-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230320;2023-03-20T00:00:00.000;1190;;4;;;;;;10827;P;e11*2001/116*0237*05;NCFA;C;0;A;;
00HTX9;Personenauto;PEUGEOT;PEUGEOT 107;20221018;hatchback;ROOD;Niet geregistreerd;3;780;880;20090227;20090227;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2022-10-18T00:00:00.000;2009-02-27T00:00:00.000;2009-02-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20240227;2024-02-27T00:00:00.000;1190;;4;;;;;;10480;P*****;e11*2001/116*0237*06;NCFA;C;0;A;;
00HVF2;Personenauto;PEUGEOT;PEUGEOT 107;20210510;hatchback;GRIJS;Niet geregistreerd;3;780;880;20090306;20090306;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2021-05-10T00:00:00.000;2009-03-06T00:00:00.000;2009-03-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20240309;2024-03-09T00:00:00.000;1190;;4;;;;;;10795;P*****;e11*2001/116*0237*06;NCFA;C;0;A;;
00HVH2;Personenauto;PEUGEOT;207;20220905;stationwagen;GRIJS;Niet geregistreerd;4;1229;1329;20090305;20090305;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1732;0;0.07;254;Nee;Nee;Nee;2582;2023;Logisch;00;Ja;2022-09-05T00:00:00.000;2009-03-05T00:00:00.000;2009-03-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20240306;2024-03-06T00:00:00.000;1732;;5;600;1110;;;4751;22718;W*****;e2*2001/116*0340*08;U5FW;C;0;C;0.00;
00HVN3;Personenauto;PEUGEOT;207;20110725;hatchback;ZWART;Niet geregistreerd;4;1145;1245;20090320;20090320;Geen verstrekking in Open Data;Ja;4;4;0;0;403;0;M1;r. op schutbord onder motorkap;1640;0;0.06;254;Nee;Nee;Nee;2580;2023;Logisch;00;Ja;2011-07-25T00:00:00.000;2009-03-20T00:00:00.000;2009-03-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1397;20240320;2024-03-20T00:00:00.000;1640;;5;600;1150;;;2699;16644;W*****;e2*2001/116*0340*13;C8FS;C/1;0;B;;
