kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;plaats_chassisnummer;maximum_last_onder_de_vooras_sen_tezamen_koppeling;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;hoogte_voertuig
53SHGH;Personenauto;FERRARI;612;20230804;20190702;coupe;BLAUW;Niet geregistreerd;12;1840;1940;20060109;20060109;Geen verstrekking in Open Data;Ja;2;4;0;0;490;0;M1;2250;3;0.20;295;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-08-04T00:00:00.000;2019-07-02T00:00:00.000;2006-01-09T00:00:00.000;2006-01-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;87777;4;5748;2250;op bodemplaat by r. voorzitting;;;;e3*2001/116*0172*00;AL;E;0;G;;;;;
53SKXK;Personenauto;FERRARI;308 GTB QUATTROVALVOLE;20240308;20120817;coupe;GRIJS;Niet geregistreerd;8;1342;1442;19850705;20060309;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1610;0;0.12;234;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;2024-03-08T00:00:00.000;2012-08-17T00:00:00.000;1985-07-05T00:00:00.000;2006-03-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20249;2;2927;1610;op r. balk onder motorkap;0;;;;;;;;;;;;
53XHXS;Personenauto;FERRARI;F430 SPIDER;20210914;20160728;cabriolet;ROOD;Niet geregistreerd;8;1510;1610;20050630;20070606;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1720;;0.22;259;Nee;Nee;Nee;;2020;Geen oordeel;05;Ja;2021-09-14T00:00:00.000;2016-07-28T00:00:00.000;2005-06-30T00:00:00.000;2007-06-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;32832;2;4308;1720;op bodemplaat onder r. voorzitting;0;;;;;;;;;;;;
53XZX5;Personenauto;FERRARI;MONDIAL 8;20240715;20220225;coupe;ROOD;Niet geregistreerd;8;1490;1590;19810409;20120921;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1900;0;0.10;265;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;2024-07-15T00:00:00.000;2022-02-25T00:00:00.000;1981-04-09T00:00:00.000;2012-09-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;4;2926;1900;op r. balk onder motorkap;0;;;;;;;;;;;;
53YD97;Personenauto;FERRARI;DINO 308 GT 4;;20181203;coupe;BLAUW;Niet geregistreerd;8;1270;1370;19750101;20181203;Geen verstrekking in Open Data;Nee;2;4;;;;;M1;;;0.14;255;Nee;Nee;Nee;;2018;Geen oordeel;05;Ja;;2018-12-03T00:00:00.000;1975-01-01T00:00:00.000;2018-12-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1;4;2926;;op r. balk onder motorkap;;;;;;;;;;;;;
53ZPLD;Personenauto;FERRARI;430;20230702;20150618;cabriolet;ROOD;Niet geregistreerd;8;1495;1595;20060504;20080418;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.22;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-07-02T00:00:00.000;2015-06-18T00:00:00.000;2006-05-04T00:00:00.000;2008-04-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;67238;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;ED;E;0;G;;;;;
54DBDV;Personenauto;FERRARI;F 355;20240215;20140328;coupe;ROOD;Niet geregistreerd;8;1435;1535;19990616;19990616;Geen verstrekking in Open Data;Ja;2;4;0;0;425;0;M1;1700;0;0.18;245;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2024-02-15T00:00:00.000;2014-03-28T00:00:00.000;1999-06-16T00:00:00.000;1999-06-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;43609;2;3496;1700;op r. balk onder motorkap;;;;e3*96/79*0035*00;AS;AS;0;;;;;;
54GSB1;Personenauto;FERRARI;CHALLANGE STRADALE;20230601;20150627;coupe;ROOD;Niet geregistreerd;8;1265;1365;20040416;20080826;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1720;;0.22;260;Nee;Nee;Nee;;2022;Geen oordeel;05;Ja;2023-06-01T00:00:00.000;2015-06-27T00:00:00.000;2004-04-16T00:00:00.000;2008-08-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;59077;2;3586;1720;r. bodemplaat a. voorzitting;0;;;;;;;;;;;;
54HRFH;Personenauto;FERRARI;F40;20240630;20011116;coupe;ROOD;Niet geregistreerd;8;1220;1320;19910524;20011116;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1430;0;0.27;245;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2024-06-30T00:00:00.000;2001-11-16T00:00:00.000;1991-05-24T00:00:00.000;2001-11-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;92605;;2936;1430;op r. kokerbalk in kofferruimte;;;;;;;;;;;;;
54LNRT;Personenauto;FERRARI;F 355;20191207;20060206;coupe;ROOD;Niet geregistreerd;8;1435;1535;19980716;20030312;Geen verstrekking in Open Data;Nee;2;4;0;0;425;0;M1;1700;0;0.18;245;Nee;Nee;Nee;0;2018;Geen oordeel;05;Ja;2019-12-07T00:00:00.000;2006-02-06T00:00:00.000;1998-07-16T00:00:00.000;2003-03-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;46729;2;3496;1700;op r. balk onder motorkap;;;;e3*96/79*0035*00;AS;E;0;;;;;;
54PHP3;Personenauto;FERRARI;430;20230806;20220603;coupe;ROOD;Niet geregistreerd;8;1425;1525;20080410;20110202;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-08-06T00:00:00.000;2022-06-03T00:00:00.000;2008-04-10T00:00:00.000;2011-02-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;94251;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;EB;E;0;G;;;;;
54RBSJ;Personenauto;FERRARI;430;20230720;20140507;coupe;ROOD;Niet geregistreerd;8;1425;1525;20050201;20050201;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-07-20T00:00:00.000;2014-05-07T00:00:00.000;2005-02-01T00:00:00.000;2005-02-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;65884;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;EB;E;0;G;;;;;
54RRB4;Personenauto;FERRARI;458;20230414;20210409;coupe;ROOD;Niet geregistreerd;8;1490;1590;20100607;20110802;Geen verstrekking in Open Data;Ja;2;4;0;0;453;0;M1;1785;1;0.26;265;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-04-14T00:00:00.000;2021-04-09T00:00:00.000;2010-06-07T00:00:00.000;2011-08-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;64344;2;4497;1785;r. voorzitting;;284228;F 142;e3*KS07/46*0025*00;AB;E;0;G;;;;;
54RVP5;Personenauto;FERRARI;400 I GT;20230610;20110729;sedan;GROEN;Niet geregistreerd;12;1705;1805;19830510;20110729;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;2260;;0.14;270;Nee;Nee;Nee;;2021;Geen oordeel;05;Ja;2023-06-10T00:00:00.000;2011-07-29T00:00:00.000;1983-05-10T00:00:00.000;2011-07-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;4;4943;2260;r. by voorwielscherm;0;;;;;;;;;;;;
54TPP5;Personenauto;FERRARI;328 GTS;20241010;20190105;cabriolet;GRIJS;Niet geregistreerd;8;1290;1390;19870216;20120314;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1560;0;0.14;234;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;2024-10-10T00:00:00.000;2019-01-05T00:00:00.000;1987-02-16T00:00:00.000;2012-03-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2;3186;1560;op r. balk onder motorkap;0;;;;;;;;;;;;
54XLVF;Personenauto;FERRARI;430;20230717;20100429;cabriolet;ROOD;Niet geregistreerd;8;1565;1665;20070717;20070717;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1790;2;0.21;260;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-07-17T00:00:00.000;2010-04-29T00:00:00.000;2007-07-17T00:00:00.000;2007-07-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;72112;2;4308;1790;op bodemplaat onder r. voorzitting;;264594;;e3*2001/116*0043*08;ED;E;0;G;;;;;
54ZLTN;Personenauto;FERRARI;430;20230527;20200723;cabriolet;GRIJS;Niet geregistreerd;8;1565;1665;20080327;20080327;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1790;2;0.21;260;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-05-27T00:00:00.000;2020-07-23T00:00:00.000;2008-03-27T00:00:00.000;2008-03-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;87233;2;4308;1790;op bodemplaat onder r. voorzitting;;294132;;e3*2001/116*0043*08;ED;E;0;G;;;;;
55GZZ6;Personenauto;FERRARI;430;20230603;20140704;coupe;ZWART;Niet geregistreerd;8;1425;1525;20080128;20081006;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-06-03T00:00:00.000;2014-07-04T00:00:00.000;2008-01-28T00:00:00.000;2008-10-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;53068;2;4308;1720;by bodemplaat r. voorzitting;;;F 131;e3*2001/116*0043*10;EB;E;0;G;;;;;
55HJB3;Personenauto;FERRARI;308 GTS QUATTROVALVOLE;20240826;20081128;cabriolet;GEEL;Niet geregistreerd;8;1342;1442;19831121;20081128;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1610;0;0.12;234;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;2024-08-26T00:00:00.000;2008-11-28T00:00:00.000;1983-11-21T00:00:00.000;2008-11-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2;2927;1610;op r. balk onder motorkap;0;;;;;;;;;;;;
55NBG4;Personenauto;FERRARI;308 GTS;20230524;20101230;coupe;ROOD;Niet geregistreerd;8;1270;1370;19790315;20101230;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1425;0;0.12;234;Nee;Nee;Nee;0;2021;Geen oordeel;01;Ja;2023-05-24T00:00:00.000;2010-12-30T00:00:00.000;1979-03-15T00:00:00.000;2010-12-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2;2927;1425;r. balk by motorruimte;0;;;;;;;;;;;;
55PRHX;Personenauto;FERRARI;456;20220518;20210611;coupe;BLAUW;Niet geregistreerd;12;1825;1925;19970103;20041013;Geen verstrekking in Open Data;Ja;2;4;0;0;476;0;M1;2240;0;0.17;260;Nee;Nee;Nee;0;2021;Geen oordeel;05;Ja;2022-05-18T00:00:00.000;2021-06-11T00:00:00.000;1997-01-03T00:00:00.000;2004-10-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;70997;4;5474;2240;r. op balk onder motorkap boven vooras;;;;e3*96/79*0037*00;CL;CL;0;;;;;;
55PSH9;Personenauto;FERRARI;360 MODENA;20231027;20230131;coupe;GRIJS;Niet geregistreerd;8;1421;1521;20000113;20110315;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1700;;0.19;259;Nee;Nee;Nee;;2023;Geen oordeel;05;Ja;2023-10-27T00:00:00.000;2023-01-31T00:00:00.000;2000-01-13T00:00:00.000;2011-03-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;47652;2;3600;1700;r. onder voorzitting;0;;;;;;;;;;;;
55PTPD;Personenauto;FERRARI;360;20230607;20120413;cabriolet;ROOD;Niet geregistreerd;8;1425;1525;20010608;20041201;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1730;1;0.19;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-06-07T00:00:00.000;2012-04-13T00:00:00.000;2001-06-08T00:00:00.000;2004-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;50899;2;3586;1730;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*04;AD;M;0;G;;;;;
55PXK4;Personenauto;FERRARI;430;20230326;20230125;cabriolet;ROOD;Niet geregistreerd;8;1495;1595;20050426;20110331;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.22;260;Nee;Ja;Nee;0;2023;Geen oordeel;05;Ja;2023-03-26T00:00:00.000;2023-01-25T00:00:00.000;2005-04-26T00:00:00.000;2011-03-31T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;64090;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;ED;E;0;G;;;;;
55SHGH;Personenauto;FERRARI;612;20231109;20060114;coupe;BLAUW;Niet geregistreerd;12;1840;1940;20060114;20060114;Geen verstrekking in Open Data;Nee;2;4;0;0;490;0;M1;2250;3;0.20;295;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-11-09T00:00:00.000;2006-01-14T00:00:00.000;2006-01-14T00:00:00.000;2006-01-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;84721;4;5748;2250;op bodemplaat by r. voorzitting;;;;e3*2001/116*0172*00;AL;E;0;G;;;;;
55XDKT;Personenauto;FERRARI;360;20230903;20221020;cabriolet;GRIJS;Niet geregistreerd;8;1425;1525;20011002;20070405;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1730;1;0.19;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-09-03T00:00:00.000;2022-10-20T00:00:00.000;2001-10-02T00:00:00.000;2007-04-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;52671;2;3586;1730;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*04;AD;M;0;G;;;;;
56HJRJ;Personenauto;FERRARI;360;20231119;20210701;cabriolet;GEEL;Niet geregistreerd;8;1425;1525;20010731;20010731;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1730;1;0.19;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-11-19T00:00:00.000;2021-07-01T00:00:00.000;2001-07-31T00:00:00.000;2001-07-31T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55459;2;3586;1730;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*04;AD;E;0;G;;;;;
56HJX7;Personenauto;FERRARI;F 430;20230422;20101014;cabriolet;ROOD;Niet geregistreerd;8;1565;1665;20090107;20090107;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1790;0;0.21;260;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-04-22T00:00:00.000;2010-10-14T00:00:00.000;2009-01-07T00:00:00.000;2009-01-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;89296;2;4308;1790;op bodemplaat onder r. voorzitting;;;F 131;e3*2001/116*0043*10;ED;E;0;G;;;;;
56LXZ1;Personenauto;FERRARI;458;20230714;20170224;coupe;ROOD;Niet geregistreerd;8;1490;1590;20100716;20100716;Geen verstrekking in Open Data;Ja;2;4;0;0;453;0;M1;1785;1;0.26;265;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-07-14T00:00:00.000;2017-02-24T00:00:00.000;2010-07-16T00:00:00.000;2010-07-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;72385;2;4497;1785;onder r. voorzitting;0;286484;F 142;e3*KS07/46*0025*00;AB;E;0;G;;;;;
56PKD9;Personenauto;FERRARI;CALIFORNIA;20230324;20140226;cabriolet;ZWART;Niet geregistreerd;8;1775;1875;20100707;20110209;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.18;267;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-03-24T00:00:00.000;2014-02-26T00:00:00.000;2010-07-07T00:00:00.000;2011-02-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;62646;4;4297;2200;by achterzitting r.;0;;F 149;e3*2001/116*0285*00;BD;EL;0;G;;;;;
56SGRZ;Personenauto;FERRARI;575;20150106;20180309;coupe;ROOD;Niet geregistreerd;12;1725;1825;20060121;20060121;Geen verstrekking in Open Data;Nee;2;4;0;0;455;0;M1;2050;2;0.21;249;Nee;Nee;Nee;0;2021;Geen oordeel;07;Ja;2015-01-06T00:00:00.000;2018-03-09T00:00:00.000;2006-01-21T00:00:00.000;2006-01-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;84090;2;5748;2050;op r. balk onder motorkap;;;;e3*98/14*0010*04;EB;E;0;G;;;;;
56SHGH;Personenauto;FERRARI;430;20220716;20111126;cabriolet;GRIJS;Niet geregistreerd;8;1495;1595;20060106;20060106;Geen verstrekking in Open Data;Nee;2;4;0;0;451;0;M1;1720;0;0.22;260;Nee;Ja;Nee;0;2021;Logisch;00;Ja;2022-07-16T00:00:00.000;2011-11-26T00:00:00.000;2006-01-06T00:00:00.000;2006-01-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;64506;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;ED;E;0;G;;;;;
56SLLZ;Personenauto;FERRARI;F355 BERLINETTA;20230529;20200530;coupe;ROOD;Niet geregistreerd;8;1450;1550;19960920;20060225;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1700;0;0.18;245;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-05-29T00:00:00.000;2020-05-30T00:00:00.000;1996-09-20T00:00:00.000;2006-02-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;41434;2;3496;1700;op r. balk onder motorkap;0;;;;;;;;;;;;
56SXTX;Personenauto;FERRARI;360;20230413;20101215;cabriolet;ROOD;Niet geregistreerd;8;1425;1525;20030130;20060601;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1730;0;0.19;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-04-13T00:00:00.000;2010-12-15T00:00:00.000;2003-01-30T00:00:00.000;2006-06-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;57800;2;3586;1730;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*05;AD;E;0;G;;;;;
